CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
7/16/2021,08:36:00,01,7223 N BALTIMORE ST,AGG. ASSAULT,NONE,560,NORTHEASTERN,Roland Park,-76.488228,39.460519,HOUSE,1
2/14/2019,09:22:00,07,844 N BALTIMORE ST,AUTO THEFT,HANDS,511,EASTERN,Charles Village,-76.537832,39.291101,STREET,1
4/19/2022,04:01:00,01,2306 N BALTIMORE ST,AUTO THEFT,HANDS,538,NORTHEASTERN,Middle East,-76.500617,39.437302,ALLEY,1
8/26/2022,07:01:00,04,1728 N BALTIMORE ST,AGG. ASSAULT,NONE,804,EASTERN,Charles Village,-76.432837,39.23248,ALLEY,1
6/10/2019,17:30:00,03,306 N BALTIMORE ST,ROBBERY,KNIFE,368,EASTERN,Homeland,-76.400564,39.241549,HOUSE,1
6/1/2021,21:03:00,06,4946 N BALTIMORE ST,LARCENY,FIREARM,781,SOUTHERN,Homeland,-76.430924,39.475521,ALLEY,1
7/21/2022,14:15:00,09,8455 N BALTIMORE ST,SHOOTING,KNIFE,417,NORTHERN,Morrell Park,-76.486748,39.317518,STREET,1
4/17/2021,07:49:00,01,550 N BALTIMORE ST,LARCENY,FIREARM,398,NORTHERN,Brooklyn,-76.53298,39.247217,HOUSE,1
8/23/2019,22:17:00,02,7270 N BALTIMORE ST,AGG. ASSAULT,HANDS,377,NORTHWESTERN,Irvington,-76.476006,39.316246,STORE,1
2/17/2021,19:51:00,07,2668 N BALTIMORE ST,ASSAULT,HANDS,258,NORTHWESTERN,Pen Lucy,-76.464298,39.298192,STORE,1
3/8/2020,01:08:00,04,4801 N BALTIMORE ST,LARCENY,HANDS,491,NORTHEASTERN,Harlem Park,-76.376933,39.335482,STREET,1
11/12/2019,16:36:00,01,4399 N BALTIMORE ST,ROBBERY,KNIFE,890,SOUTHERN,Cherry Hill,-76.341383,39.464769,STREET,1
7/14/2022,01:45:00,09,1980 N BALTIMORE ST,ASSAULT,KNIFE,693,NORTHEASTERN,Park Heights,-76.561873,39.358161,HOUSE,1
11/20/2022,01:37:00,09,6352 N BALTIMORE ST,COMMON ASSAULT,NONE,184,SOUTHERN,Charles Village,-76.502084,39.342091,HOUSE,1
5/10/2021,04:00:00,03,2722 N BALTIMORE ST,BURGLARY,KNIFE,357,WESTERN,Homeland,-76.438993,39.450918,ALLEY,1
8/8/2020,14:04:00,05,6112 N BALTIMORE ST,LARCENY,KNIFE,175,NORTHEASTERN,Guilford,-76.348721,39.461446,STREET,1
11/13/2022,20:37:00,02,4418 N BALTIMORE ST,ROBBERY,KNIFE,785,NORTHWESTERN,Pen Lucy,-76.427874,39.20192,STREET,1
2/28/2022,16:36:00,02,1770 N BALTIMORE ST,ASSAULT,HANDS,487,SOUTHERN,Sandtown-Winchester,-76.313076,39.402962,ALLEY,1
7/18/2022,17:42:00,04,4842 N BALTIMORE ST,ROBBERY,FIREARM,325,SOUTHERN,Roland Park,-76.52145,39.284271,ALLEY,1
2/4/2023,17:40:00,02,5212 N BALTIMORE ST,LARCENY,HANDS,187,NORTHEASTERN,Charles Village,-76.390778,39.269437,HOUSE,1
10/22/2022,00:19:00,05,7479 N BALTIMORE ST,LARCENY,HANDS,524,NORTHEASTERN,Clifton Park,-76.599591,39.423452,STREET,1
2/10/2022,21:52:00,09,7616 N BALTIMORE ST,HOMICIDE,KNIFE,170,EASTERN,Waverly,-76.593466,39.23137,HOUSE,1
6/16/2021,04:48:00,03,7599 N BALTIMORE ST,AUTO THEFT,NONE,714,EASTERN,Charles Village,-76.519362,39.216396,HOUSE,1
8/9/2020,08:39:00,09,7469 N BALTIMORE ST,LARCENY,KNIFE,352,NORTHWESTERN,Sandtown-Winchester,-76.417462,39.412406,STORE,1
2/6/2021,20:25:00,05,1260 N BALTIMORE ST,LARCENY,NONE,117,WESTERN,Guilford,-76.532756,39.327988,STORE,1
12/21/2019,17:02:00,06,8110 N BALTIMORE ST,AGG. ASSAULT,KNIFE,189,NORTHWESTERN,Pimlico,-76.394366,39.210862,STREET,1
11/11/2022,09:26:00,02,2815 N BALTIMORE ST,AUTO THEFT,KNIFE,505,WESTERN,Berea,-76.588764,39.479306,STREET,1
5/17/2022,12:29:00,05,9298 N BALTIMORE ST,AGG. ASSAULT,HANDS,620,SOUTHERN,Harlem Park,-76.524302,39.220801,STREET,1
7/26/2020,03:01:00,01,7571 N BALTIMORE ST,SHOOTING,FIREARM,871,CENTRAL,Roland Park,-76.578455,39.345886,ALLEY,1
10/10/2021,19:12:00,04,705 N BALTIMORE ST,SHOOTING,FIREARM,213,EASTERN,Clifton Park,-76.320527,39.222165,STREET,1
1/2/2022,08:39:00,01,2888 N BALTIMORE ST,ROBBERY,HANDS,393,CENTRAL,Morrell Park,-76.511883,39.483444,HOUSE,1
7/15/2023,08:14:00,04,3922 N BALTIMORE ST,HOMICIDE,HANDS,779,NORTHERN,Park Heights,-76.430607,39.322147,HOUSE,1
10/4/2020,15:49:00,01,3558 N BALTIMORE ST,COMMON ASSAULT,HANDS,349,NORTHWESTERN,Pimlico,-76.327939,39.46293,STREET,1
10/6/2023,12:40:00,07,5801 N BALTIMORE ST,COMMON ASSAULT,NONE,834,WESTERN,Westport,-76.5665,39.42191,STORE,1
4/4/2022,14:13:00,05,7105 N BALTIMORE ST,ASSAULT,HANDS,618,NORTHERN,Clifton Park,-76.451407,39.416832,ALLEY,1
6/28/2023,16:24:00,06,4091 N BALTIMORE ST,ASSAULT,NONE,774,CENTRAL,Waverly,-76.356379,39.366022,STREET,1
4/9/2019,18:12:00,02,7990 N BALTIMORE ST,AGG. ASSAULT,NONE,134,CENTRAL,Pigtown,-76.470874,39.309587,STREET,1
6/15/2020,19:08:00,02,2089 N BALTIMORE ST,AGG. ASSAULT,KNIFE,447,NORTHERN,Oliver,-76.592651,39.409246,ALLEY,1
7/10/2021,12:13:00,09,9864 N BALTIMORE ST,SHOOTING,FIREARM,204,SOUTHERN,Hampden,-76.318399,39.398786,HOUSE,1
4/20/2019,22:15:00,05,2267 N BALTIMORE ST,SHOOTING,FIREARM,841,EASTERN,Pimlico,-76.437698,39.318536,ALLEY,1
10/27/2020,20:03:00,06,490 N BALTIMORE ST,ASSAULT,NONE,154,SOUTHERN,Pimlico,-76.597874,39.400043,STREET,1
2/27/2019,10:27:00,02,6903 N BALTIMORE ST,ROBBERY,NONE,297,NORTHERN,Eastwood,-76.431446,39.436334,STREET,1
1/2/2020,21:47:00,09,8488 N BALTIMORE ST,ASSAULT,KNIFE,643,NORTHEASTERN,Belair-Edison,-76.343892,39.399803,STORE,1
1/25/2023,21:43:00,09,6733 N BALTIMORE ST,SHOOTING,KNIFE,301,WESTERN,Homeland,-76.397844,39.265415,STREET,1
9/4/2021,15:43:00,08,4114 N BALTIMORE ST,AGG. ASSAULT,HANDS,424,CENTRAL,Pigtown,-76.382608,39.221062,ALLEY,1
9/5/2023,04:01:00,07,3595 N BALTIMORE ST,ROBBERY,NONE,394,NORTHEASTERN,Belair-Edison,-76.563531,39.315322,ALLEY,1
4/14/2020,08:48:00,02,7249 N BALTIMORE ST,COMMON ASSAULT,NONE,618,NORTHEASTERN,Homeland,-76.543218,39.473918,STREET,1
7/9/2022,00:53:00,04,2514 N BALTIMORE ST,COMMON ASSAULT,FIREARM,830,NORTHERN,Greenmount West,-76.42853,39.268435,ALLEY,1
3/21/2023,12:51:00,08,1766 N BALTIMORE ST,ASSAULT,NONE,716,NORTHWESTERN,Park Heights,-76.52788,39.374952,HOUSE,1
3/11/2020,05:58:00,07,4314 N BALTIMORE ST,BURGLARY,HANDS,800,NORTHERN,Mount Washington,-76.443929,39.428036,ALLEY,1
12/24/2022,17:27:00,09,1950 N BALTIMORE ST,ROBBERY,FIREARM,416,CENTRAL,Waverly,-76.365054,39.266769,STREET,1
10/23/2019,16:01:00,06,9306 N BALTIMORE ST,SHOOTING,NONE,187,SOUTHERN,Greenmount West,-76.347727,39.295179,HOUSE,1
11/13/2019,22:56:00,03,7988 N BALTIMORE ST,HOMICIDE,NONE,724,CENTRAL,Irvington,-76.584361,39.476688,STREET,1
12/24/2019,08:24:00,04,7767 N BALTIMORE ST,ASSAULT,FIREARM,522,NORTHWESTERN,Pen Lucy,-76.546427,39.417343,STORE,1
4/5/2019,06:20:00,09,4965 N BALTIMORE ST,ROBBERY,FIREARM,279,CENTRAL,Govans,-76.413253,39.30341,STORE,1
12/15/2020,18:12:00,06,8109 N BALTIMORE ST,AUTO THEFT,HANDS,169,NORTHERN,Johnston Square,-76.430702,39.39305,ALLEY,1
5/22/2022,02:04:00,02,7955 N BALTIMORE ST,COMMON ASSAULT,NONE,566,CENTRAL,Pigtown,-76.596445,39.413145,STORE,1
11/15/2022,13:06:00,02,2726 N BALTIMORE ST,AUTO THEFT,HANDS,847,SOUTHERN,Belair-Edison,-76.344951,39.261586,STREET,1
1/12/2023,12:15:00,01,8425 N BALTIMORE ST,ASSAULT,KNIFE,743,NORTHEASTERN,Waverly,-76.524176,39.391248,ALLEY,1
3/26/2020,03:02:00,08,8647 N BALTIMORE ST,HOMICIDE,KNIFE,185,EASTERN,Middle East,-76.548471,39.332413,STORE,1
9/12/2021,04:11:00,01,7832 N BALTIMORE ST,ASSAULT,FIREARM,165,NORTHERN,Pimlico,-76.414845,39.453486,HOUSE,1
5/27/2022,21:04:00,07,2724 N BALTIMORE ST,SHOOTING,NONE,880,WESTERN,Belair-Edison,-76.333593,39.388769,HOUSE,1
12/24/2023,10:22:00,06,1597 N BALTIMORE ST,LARCENY,FIREARM,472,NORTHWESTERN,Upton,-76.334499,39.209708,STREET,1
5/23/2023,04:08:00,07,2933 N BALTIMORE ST,COMMON ASSAULT,FIREARM,113,SOUTHERN,Irvington,-76.537059,39.203221,STORE,1
6/2/2020,04:47:00,09,3883 N BALTIMORE ST,LARCENY,KNIFE,785,NORTHWESTERN,Belair-Edison,-76.518485,39.242704,HOUSE,1
4/19/2021,03:27:00,03,9279 N BALTIMORE ST,LARCENY,FIREARM,525,EASTERN,Brooklyn,-76.387161,39.266334,STORE,1
10/13/2022,17:30:00,05,251 N BALTIMORE ST,COMMON ASSAULT,KNIFE,101,NORTHERN,Homeland,-76.523728,39.283534,HOUSE,1
2/14/2022,12:16:00,08,170 N BALTIMORE ST,LARCENY,HANDS,397,NORTHEASTERN,Upton,-76.363366,39.299386,STREET,1
8/14/2019,09:09:00,07,2884 N BALTIMORE ST,HOMICIDE,FIREARM,700,SOUTHERN,Druid Heights,-76.561122,39.228768,HOUSE,1
11/20/2019,13:39:00,07,1717 N BALTIMORE ST,COMMON ASSAULT,FIREARM,437,SOUTHERN,Sandtown-Winchester,-76.349063,39.412504,HOUSE,1
12/6/2020,04:42:00,09,886 N BALTIMORE ST,AUTO THEFT,KNIFE,566,CENTRAL,Cherry Hill,-76.405624,39.390788,ALLEY,1
12/28/2019,22:19:00,08,6728 N BALTIMORE ST,ASSAULT,HANDS,864,SOUTHERN,Pimlico,-76.33889,39.259543,HOUSE,1
2/4/2019,10:49:00,03,5418 N BALTIMORE ST,AUTO THEFT,NONE,285,NORTHERN,Harlem Park,-76.461098,39.411237,ALLEY,1
2/15/2020,08:34:00,01,3998 N BALTIMORE ST,LARCENY,HANDS,467,NORTHEASTERN,Govans,-76.359298,39.360094,STREET,1
8/4/2023,17:27:00,02,5170 N BALTIMORE ST,ASSAULT,KNIFE,723,NORTHERN,Pen Lucy,-76.302504,39.266056,HOUSE,1
11/24/2021,11:38:00,03,840 N BALTIMORE ST,AUTO THEFT,HANDS,677,NORTHERN,Pen Lucy,-76.47797,39.296353,STORE,1
2/22/2019,06:50:00,08,9806 N BALTIMORE ST,HOMICIDE,KNIFE,118,WESTERN,Irvington,-76.387408,39.427579,STORE,1
5/11/2022,21:06:00,02,6474 N BALTIMORE ST,LARCENY,HANDS,643,NORTHWESTERN,Greenmount West,-76.428868,39.473469,STREET,1
6/22/2019,05:11:00,02,3460 N BALTIMORE ST,COMMON ASSAULT,NONE,826,NORTHERN,Waverly,-76.443494,39.433056,STREET,1
5/15/2020,13:43:00,02,2228 N BALTIMORE ST,HOMICIDE,KNIFE,107,WESTERN,Sandtown-Winchester,-76.393942,39.476205,HOUSE,1
12/8/2019,23:53:00,08,9558 N BALTIMORE ST,ASSAULT,NONE,207,NORTHEASTERN,Govans,-76.40998,39.478706,STORE,1
4/17/2020,21:31:00,09,8604 N BALTIMORE ST,AUTO THEFT,KNIFE,625,NORTHEASTERN,Hampden,-76.490351,39.392813,STORE,1
9/25/2019,08:49:00,04,9527 N BALTIMORE ST,SHOOTING,NONE,813,CENTRAL,Middle East,-76.527186,39.413529,STREET,1
4/16/2022,18:18:00,05,4633 N BALTIMORE ST,AUTO THEFT,NONE,800,NORTHEASTERN,Clifton Park,-76.329803,39.397834,HOUSE,1
8/13/2019,18:57:00,03,7080 N BALTIMORE ST,ASSAULT,NONE,755,NORTHEASTERN,Pigtown,-76.368645,39.303008,ALLEY,1
6/19/2022,03:44:00,07,607 N BALTIMORE ST,BURGLARY,KNIFE,449,NORTHERN,Westport,-76.426078,39.475881,ALLEY,1
6/21/2023,20:45:00,01,7670 N BALTIMORE ST,AGG. ASSAULT,HANDS,618,WESTERN,Hampden,-76.343478,39.335132,ALLEY,1
6/14/2022,21:51:00,09,1280 N BALTIMORE ST,AGG. ASSAULT,NONE,638,CENTRAL,Hampden,-76.507171,39.447143,HOUSE,1
12/7/2022,01:28:00,02,7734 N BALTIMORE ST,SHOOTING,NONE,196,NORTHEASTERN,Eastwood,-76.335952,39.405825,ALLEY,1
11/21/2019,00:31:00,09,8858 N BALTIMORE ST,COMMON ASSAULT,NONE,697,CENTRAL,Park Heights,-76.552983,39.257224,HOUSE,1
4/14/2020,18:37:00,06,2228 N BALTIMORE ST,HOMICIDE,HANDS,798,NORTHEASTERN,Westport,-76.370252,39.418414,ALLEY,1
11/26/2020,12:20:00,04,2698 N BALTIMORE ST,SHOOTING,KNIFE,421,NORTHERN,Upton,-76.391693,39.413281,STREET,1
3/9/2022,19:44:00,01,3186 N BALTIMORE ST,ASSAULT,KNIFE,351,WESTERN,Westport,-76.519649,39.34619,HOUSE,1
6/2/2023,18:15:00,06,5243 N BALTIMORE ST,AUTO THEFT,HANDS,811,NORTHERN,Greenmount West,-76.464555,39.496589,ALLEY,1
2/16/2022,08:04:00,04,6950 N BALTIMORE ST,BURGLARY,HANDS,469,NORTHEASTERN,Harlem Park,-76.43092,39.439796,STORE,1
2/18/2020,18:15:00,02,2516 N BALTIMORE ST,SHOOTING,FIREARM,528,NORTHERN,Druid Heights,-76.502522,39.33128,STORE,1
3/18/2020,20:15:00,01,6074 N BALTIMORE ST,AGG. ASSAULT,HANDS,390,NORTHWESTERN,Druid Heights,-76.474226,39.408492,ALLEY,1
6/12/2021,10:51:00,06,9613 N BALTIMORE ST,AUTO THEFT,FIREARM,229,NORTHEASTERN,Eastwood,-76.309142,39.263674,HOUSE,1
8/16/2022,17:38:00,05,3645 N BALTIMORE ST,COMMON ASSAULT,KNIFE,599,NORTHEASTERN,Greenmount West,-76.477017,39.495849,STREET,1
1/1/2022,16:11:00,04,6658 N BALTIMORE ST,AGG. ASSAULT,KNIFE,534,CENTRAL,Pigtown,-76.333062,39.368842,ALLEY,1
1/19/2020,14:23:00,06,482 N BALTIMORE ST,AGG. ASSAULT,FIREARM,568,NORTHWESTERN,Eastwood,-76.368022,39.211138,STORE,1
6/22/2019,03:11:00,01,1014 N BALTIMORE ST,COMMON ASSAULT,KNIFE,358,CENTRAL,Sandtown-Winchester,-76.507198,39.209949,STORE,1
2/13/2020,05:46:00,02,9131 N BALTIMORE ST,COMMON ASSAULT,KNIFE,873,EASTERN,Irvington,-76.394123,39.269363,STREET,1
10/13/2020,20:39:00,03,1942 N BALTIMORE ST,LARCENY,HANDS,329,WESTERN,Guilford,-76.592533,39.225512,ALLEY,1
1/18/2019,04:56:00,03,8470 N BALTIMORE ST,COMMON ASSAULT,NONE,555,EASTERN,Hampden,-76.375421,39.254549,STREET,1
9/11/2023,15:47:00,09,8872 N BALTIMORE ST,SHOOTING,KNIFE,660,SOUTHERN,Park Heights,-76.31994,39.218642,ALLEY,1
12/24/2023,23:01:00,02,2842 N BALTIMORE ST,AGG. ASSAULT,FIREARM,398,NORTHWESTERN,Belair-Edison,-76.522394,39.411107,HOUSE,1
3/24/2021,08:31:00,07,315 N BALTIMORE ST,AGG. ASSAULT,FIREARM,762,WESTERN,Middle East,-76.472024,39.449094,HOUSE,1
6/6/2021,11:29:00,04,7522 N BALTIMORE ST,HOMICIDE,NONE,811,NORTHWESTERN,Johnston Square,-76.524817,39.348445,HOUSE,1
12/23/2019,19:17:00,07,5311 N BALTIMORE ST,SHOOTING,NONE,569,EASTERN,Sandtown-Winchester,-76.367369,39.215857,STORE,1
9/17/2023,19:29:00,03,9041 N BALTIMORE ST,BURGLARY,KNIFE,508,NORTHWESTERN,Upton,-76.443264,39.43867,ALLEY,1
7/22/2020,23:04:00,07,4313 N BALTIMORE ST,ROBBERY,NONE,127,NORTHERN,Middle East,-76.599607,39.258763,STORE,1
7/2/2023,10:24:00,07,8992 N BALTIMORE ST,HOMICIDE,FIREARM,306,CENTRAL,Upton,-76.577719,39.451799,STORE,1
10/27/2022,11:40:00,02,2464 N BALTIMORE ST,SHOOTING,KNIFE,226,SOUTHERN,Govans,-76.335965,39.428291,HOUSE,1
4/12/2021,21:43:00,05,1463 N BALTIMORE ST,AGG. ASSAULT,FIREARM,186,WESTERN,Belair-Edison,-76.42696,39.22568,HOUSE,1
8/1/2023,22:07:00,08,119 N BALTIMORE ST,HOMICIDE,NONE,597,NORTHEASTERN,Berea,-76.338333,39.230832,ALLEY,1
11/4/2022,23:03:00,08,4773 N BALTIMORE ST,LARCENY,HANDS,331,EASTERN,Harlem Park,-76.532519,39.492513,HOUSE,1
7/15/2023,22:09:00,05,6854 N BALTIMORE ST,ROBBERY,FIREARM,435,EASTERN,Guilford,-76.307666,39.227477,STREET,1
1/27/2022,03:31:00,09,6032 N BALTIMORE ST,LARCENY,KNIFE,112,CENTRAL,Harlem Park,-76.488333,39.244579,HOUSE,1
11/25/2020,20:14:00,03,636 N BALTIMORE ST,ROBBERY,FIREARM,790,EASTERN,Morrell Park,-76.548355,39.470366,STORE,1
8/9/2023,20:29:00,06,3869 N BALTIMORE ST,AGG. ASSAULT,HANDS,709,WESTERN,Pimlico,-76.33988,39.496329,HOUSE,1
6/5/2020,12:42:00,05,2815 N BALTIMORE ST,LARCENY,HANDS,185,NORTHERN,Pigtown,-76.478661,39.233902,ALLEY,1
11/28/2019,11:05:00,04,4005 N BALTIMORE ST,SHOOTING,KNIFE,554,SOUTHERN,Johnston Square,-76.363176,39.438866,STORE,1
8/13/2023,17:07:00,07,178 N BALTIMORE ST,HOMICIDE,HANDS,451,WESTERN,Guilford,-76.451079,39.226521,STORE,1
6/17/2019,09:39:00,07,8557 N BALTIMORE ST,HOMICIDE,FIREARM,381,WESTERN,Westport,-76.518139,39.383682,STREET,1
9/13/2021,05:18:00,01,5924 N BALTIMORE ST,SHOOTING,HANDS,371,NORTHERN,Brooklyn,-76.50079,39.369481,STORE,1
6/25/2021,07:20:00,03,7331 N BALTIMORE ST,ROBBERY,FIREARM,219,NORTHWESTERN,Brooklyn,-76.572841,39.488839,HOUSE,1
9/9/2019,13:43:00,07,8483 N BALTIMORE ST,HOMICIDE,HANDS,710,CENTRAL,Waverly,-76.533288,39.249783,ALLEY,1
7/4/2023,16:42:00,04,957 N BALTIMORE ST,SHOOTING,KNIFE,766,NORTHERN,Pimlico,-76.517501,39.481098,STREET,1
3/5/2019,21:54:00,07,4436 N BALTIMORE ST,ASSAULT,HANDS,730,NORTHERN,Roland Park,-76.309658,39.348602,ALLEY,1
5/18/2021,05:52:00,09,8034 N BALTIMORE ST,HOMICIDE,FIREARM,835,SOUTHERN,Sandtown-Winchester,-76.417073,39.490516,HOUSE,1
10/24/2021,17:17:00,08,5097 N BALTIMORE ST,AGG. ASSAULT,FIREARM,401,CENTRAL,Oliver,-76.547649,39.274372,STORE,1
5/22/2023,15:50:00,03,1420 N BALTIMORE ST,BURGLARY,NONE,180,EASTERN,Druid Heights,-76.462597,39.349711,STREET,1
3/20/2021,05:27:00,08,7110 N BALTIMORE ST,HOMICIDE,NONE,703,SOUTHERN,Waverly,-76.302055,39.357421,STORE,1
6/17/2021,08:56:00,08,4931 N BALTIMORE ST,ROBBERY,KNIFE,384,SOUTHERN,Park Heights,-76.598719,39.47542,ALLEY,1
7/1/2020,22:21:00,07,3081 N BALTIMORE ST,SHOOTING,HANDS,779,WESTERN,Guilford,-76.302686,39.496361,ALLEY,1
9/20/2020,00:07:00,03,4667 N BALTIMORE ST,HOMICIDE,HANDS,401,EASTERN,Pigtown,-76.456445,39.27272,HOUSE,1
6/14/2019,17:51:00,07,2329 N BALTIMORE ST,ASSAULT,KNIFE,163,NORTHEASTERN,Greenmount West,-76.310174,39.443417,STREET,1
10/9/2021,16:01:00,06,3902 N BALTIMORE ST,ROBBERY,NONE,135,EASTERN,Eastwood,-76.560604,39.239161,HOUSE,1
4/27/2019,14:43:00,03,8161 N BALTIMORE ST,ROBBERY,NONE,750,NORTHWESTERN,Curtis Bay,-76.40539,39.285281,STORE,1
7/7/2021,02:51:00,02,2230 N BALTIMORE ST,ROBBERY,KNIFE,656,NORTHERN,Mount Washington,-76.390441,39.347463,ALLEY,1
1/13/2023,13:04:00,06,4995 N BALTIMORE ST,AUTO THEFT,HANDS,625,EASTERN,Berea,-76.479598,39.269494,STORE,1
2/17/2021,00:10:00,09,8656 N BALTIMORE ST,ASSAULT,HANDS,242,CENTRAL,Park Heights,-76.577192,39.251407,STORE,1
6/27/2019,19:17:00,07,9755 N BALTIMORE ST,HOMICIDE,HANDS,279,WESTERN,Greenmount West,-76.438943,39.467168,HOUSE,1
3/2/2021,07:05:00,04,2845 N BALTIMORE ST,HOMICIDE,NONE,193,NORTHEASTERN,Johnston Square,-76.362199,39.426391,ALLEY,1
1/7/2020,13:24:00,09,7251 N BALTIMORE ST,BURGLARY,KNIFE,553,CENTRAL,Brooklyn,-76.32116,39.424692,STORE,1
12/22/2023,10:11:00,08,2459 N BALTIMORE ST,HOMICIDE,NONE,856,EASTERN,Belair-Edison,-76.486384,39.208718,ALLEY,1
8/15/2023,17:14:00,05,7270 N BALTIMORE ST,ROBBERY,FIREARM,516,NORTHEASTERN,Belair-Edison,-76.545401,39.361083,ALLEY,1
11/23/2021,11:30:00,04,5705 N BALTIMORE ST,AGG. ASSAULT,KNIFE,297,CENTRAL,Pigtown,-76.313788,39.23872,STORE,1
1/9/2019,10:13:00,06,8795 N BALTIMORE ST,AUTO THEFT,NONE,323,CENTRAL,Oliver,-76.581731,39.237748,STORE,1
3/18/2020,11:52:00,08,471 N BALTIMORE ST,BURGLARY,KNIFE,360,CENTRAL,Curtis Bay,-76.587472,39.418046,ALLEY,1
5/14/2021,16:38:00,04,9583 N BALTIMORE ST,SHOOTING,NONE,764,SOUTHERN,Park Heights,-76.588397,39.231278,STORE,1
2/12/2023,18:26:00,05,6649 N BALTIMORE ST,SHOOTING,KNIFE,640,WESTERN,Oliver,-76.482708,39.436031,HOUSE,1
5/9/2019,16:42:00,05,7165 N BALTIMORE ST,SHOOTING,KNIFE,312,WESTERN,Govans,-76.543776,39.253495,STREET,1
9/20/2021,10:22:00,09,7722 N BALTIMORE ST,SHOOTING,FIREARM,110,NORTHWESTERN,Pen Lucy,-76.402229,39.326972,ALLEY,1
5/11/2023,18:53:00,05,2715 N BALTIMORE ST,AGG. ASSAULT,HANDS,132,CENTRAL,Curtis Bay,-76.453543,39.207209,HOUSE,1
3/23/2019,01:14:00,04,9535 N BALTIMORE ST,HOMICIDE,FIREARM,810,NORTHEASTERN,Brooklyn,-76.564802,39.416402,STORE,1
3/18/2022,07:15:00,06,7051 N BALTIMORE ST,HOMICIDE,FIREARM,428,NORTHERN,Upton,-76.332672,39.364434,STREET,1
2/12/2019,06:13:00,08,4690 N BALTIMORE ST,COMMON ASSAULT,HANDS,513,WESTERN,Harlem Park,-76.462485,39.23879,STORE,1
8/3/2023,10:59:00,07,6093 N BALTIMORE ST,AGG. ASSAULT,HANDS,573,NORTHWESTERN,Oliver,-76.390949,39.37441,HOUSE,1
10/11/2021,19:36:00,06,6126 N BALTIMORE ST,LARCENY,HANDS,431,EASTERN,Pimlico,-76.331035,39.271997,STORE,1
8/4/2019,09:32:00,06,4789 N BALTIMORE ST,ROBBERY,KNIFE,739,WESTERN,Belair-Edison,-76.496508,39.248136,HOUSE,1
3/26/2021,01:29:00,09,8302 N BALTIMORE ST,ASSAULT,FIREARM,503,CENTRAL,Belair-Edison,-76.404967,39.228884,STREET,1
2/10/2020,11:31:00,05,4947 N BALTIMORE ST,AUTO THEFT,KNIFE,161,CENTRAL,Irvington,-76.358851,39.212108,ALLEY,1
10/9/2022,14:12:00,01,8503 N BALTIMORE ST,HOMICIDE,KNIFE,407,CENTRAL,Oliver,-76.314679,39.256566,HOUSE,1
3/24/2020,02:50:00,03,4761 N BALTIMORE ST,BURGLARY,FIREARM,854,NORTHERN,Eastwood,-76.389331,39.374825,STORE,1
10/9/2019,02:11:00,02,9138 N BALTIMORE ST,LARCENY,HANDS,835,SOUTHERN,Curtis Bay,-76.350864,39.24943,STORE,1
10/2/2023,22:01:00,05,7938 N BALTIMORE ST,BURGLARY,FIREARM,239,SOUTHERN,Morrell Park,-76.359857,39.396622,ALLEY,1
1/3/2022,17:57:00,02,1965 N BALTIMORE ST,COMMON ASSAULT,HANDS,858,SOUTHERN,Park Heights,-76.31103,39.493218,HOUSE,1
8/3/2021,06:13:00,07,2981 N BALTIMORE ST,SHOOTING,NONE,659,WESTERN,Waverly,-76.475197,39.255692,ALLEY,1
2/25/2020,03:09:00,01,2810 N BALTIMORE ST,ROBBERY,KNIFE,614,NORTHERN,Westport,-76.574925,39.267136,STREET,1
9/2/2021,05:39:00,09,9968 N BALTIMORE ST,LARCENY,FIREARM,692,WESTERN,Westport,-76.486046,39.323651,HOUSE,1
10/4/2019,21:36:00,01,8507 N BALTIMORE ST,ASSAULT,FIREARM,786,NORTHWESTERN,Cherry Hill,-76.534913,39.29628,ALLEY,1
4/25/2020,13:56:00,07,8112 N BALTIMORE ST,LARCENY,HANDS,828,EASTERN,Druid Heights,-76.336001,39.497153,STORE,1
12/18/2020,18:05:00,02,8393 N BALTIMORE ST,SHOOTING,HANDS,136,NORTHEASTERN,Upton,-76.503682,39.460042,STREET,1
3/1/2020,07:17:00,05,9806 N BALTIMORE ST,AUTO THEFT,NONE,128,CENTRAL,Curtis Bay,-76.312555,39.222984,STORE,1
1/27/2021,22:31:00,08,5781 N BALTIMORE ST,ASSAULT,HANDS,824,EASTERN,Charles Village,-76.342101,39.337769,ALLEY,1
12/7/2022,03:25:00,01,3308 N BALTIMORE ST,SHOOTING,FIREARM,195,NORTHERN,Upton,-76.404303,39.455833,STREET,1
1/7/2022,18:39:00,07,3471 N BALTIMORE ST,LARCENY,NONE,508,NORTHERN,Park Heights,-76.339106,39.206813,HOUSE,1
7/20/2021,12:25:00,04,2343 N BALTIMORE ST,COMMON ASSAULT,KNIFE,806,WESTERN,Irvington,-76.461636,39.208783,STREET,1
9/27/2021,00:50:00,01,9602 N BALTIMORE ST,SHOOTING,FIREARM,380,CENTRAL,Guilford,-76.403211,39.36783,ALLEY,1
5/7/2020,00:51:00,07,5631 N BALTIMORE ST,HOMICIDE,NONE,400,NORTHWESTERN,Curtis Bay,-76.514406,39.408753,ALLEY,1
