SRRecordID,SRStatus,Method Received,ServiceRequest,SRType,SRCreatedDate,SRUpdatedDate,SRDueDate,SRClosedDate,Neighborhood,District,CouncilDistrict,PoliceDistrict,PolicePostCode,Latitude,Longitude,Location
SR-104405,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,2/11/2020,2/11/2020,2/11/2020,2/11/2020,Curtis Bay,SOUTHERN,5,SOUTHERN,698,39.380329,-76.346957,"39.380329, -76.346957"
SR-104406,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,12/17/2020,12/17/2020,12/17/2020,12/17/2020,Curtis Bay,WESTERN,12,WESTERN,724,39.433688,-76.537652,"39.433688, -76.537652"
SR-104407,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,5/23/2020,5/23/2020,5/23/2020,5/23/2020,Mount Washington,EASTERN,12,EASTERN,376,39.431791,-76.471245,"39.431791, -76.471245"
SR-104408,In Progress,Phone,Dead Animal,Dead Animal Request,10/25/2019,10/25/2019,10/25/2019,10/25/2019,Homeland,EASTERN,3,EASTERN,554,39.371527,-76.473817,"39.371527, -76.473817"
SR-104409,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,1/18/2020,1/18/2020,1/18/2020,1/18/2020,Eastwood,EASTERN,4,EASTERN,505,39.402618,-76.33674,"39.402618, -76.33674"
SR-104410,Closed,Phone,Illegal Dumping,Illegal Dumping Request,1/23/2019,1/23/2019,1/23/2019,1/23/2019,Westport,WESTERN,1,WESTERN,541,39.446979,-76.401492,"39.446979, -76.401492"
SR-104411,Open,Phone,Illegal Dumping,Illegal Dumping Request,11/15/2022,11/15/2022,11/15/2022,11/15/2022,Pen Lucy,SOUTHERN,8,SOUTHERN,861,39.483814,-76.452405,"39.483814, -76.452405"
SR-104412,In Progress,Phone,Graffiti,Graffiti Request,4/6/2021,4/6/2021,4/6/2021,4/6/2021,Oliver,CENTRAL,7,CENTRAL,432,39.49587,-76.539047,"39.49587, -76.539047"
SR-104413,Closed,Phone,Vacant Building,Vacant Building Request,5/9/2022,5/9/2022,5/9/2022,5/9/2022,Guilford,SOUTHERN,2,SOUTHERN,854,39.375982,-76.598676,"39.375982, -76.598676"
SR-104414,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,1/7/2023,1/7/2023,1/7/2023,1/7/2023,Homeland,SOUTHERN,1,SOUTHERN,698,39.276193,-76.596259,"39.276193, -76.596259"
SR-104415,Open,Phone,Dead Animal,Dead Animal Request,4/26/2023,4/26/2023,4/26/2023,4/26/2023,Cherry Hill,NORTHWESTERN,6,NORTHWESTERN,492,39.315854,-76.310909,"39.315854, -76.310909"
SR-104416,In Progress,Phone,Pothole,Pothole Request,10/26/2019,10/26/2019,10/26/2019,10/26/2019,Greenmount West,NORTHWESTERN,9,NORTHWESTERN,154,39.313659,-76.42874,"39.313659, -76.42874"
SR-104417,Closed,Phone,Parking Complaint,Parking Complaint Request,10/9/2021,10/9/2021,10/9/2021,10/9/2021,Hampden,CENTRAL,5,CENTRAL,418,39.488833,-76.348505,"39.488833, -76.348505"
SR-104418,Open,Phone,Graffiti,Graffiti Request,2/11/2021,2/11/2021,2/11/2021,2/11/2021,Greenmount West,NORTHERN,12,NORTHERN,337,39.345616,-76.426711,"39.345616, -76.426711"
SR-104419,Closed,Phone,Vacant Building,Vacant Building Request,9/17/2020,9/17/2020,9/17/2020,9/17/2020,Harlem Park,NORTHEASTERN,9,NORTHEASTERN,373,39.373436,-76.402568,"39.373436, -76.402568"
SR-104420,Closed,Phone,Street Light Out,Street Light Out Request,6/25/2021,6/25/2021,6/25/2021,6/25/2021,Waverly,SOUTHERN,3,SOUTHERN,732,39.293029,-76.406507,"39.293029, -76.406507"
SR-104421,Closed,Phone,Street Light Out,Street Light Out Request,9/1/2020,9/1/2020,9/1/2020,9/1/2020,Eastwood,WESTERN,5,WESTERN,130,39.490402,-76.394711,"39.490402, -76.394711"
SR-104422,Open,Phone,Rat Rubout,Rat Rubout Request,1/11/2019,1/11/2019,1/11/2019,1/11/2019,Harlem Park,NORTHEASTERN,8,NORTHEASTERN,585,39.497529,-76.426882,"39.497529, -76.426882"
SR-104423,Open,Phone,Dirty Street,Dirty Street Request,12/14/2020,12/14/2020,12/14/2020,12/14/2020,Irvington,NORTHEASTERN,11,NORTHEASTERN,256,39.312988,-76.509559,"39.312988, -76.509559"
SR-104424,In Progress,Phone,Rat Rubout,Rat Rubout Request,10/14/2022,10/14/2022,10/14/2022,10/14/2022,Homeland,NORTHEASTERN,9,NORTHEASTERN,542,39.382074,-76.549044,"39.382074, -76.549044"
SR-104425,In Progress,Phone,Dead Animal,Dead Animal Request,8/27/2023,8/27/2023,8/27/2023,8/27/2023,Morrell Park,EASTERN,6,EASTERN,734,39.452254,-76.449995,"39.452254, -76.449995"
SR-104426,Closed,Phone,Dead Animal,Dead Animal Request,8/5/2021,8/5/2021,8/5/2021,8/5/2021,Greenmount West,NORTHWESTERN,13,NORTHWESTERN,788,39.417428,-76.505241,"39.417428, -76.505241"
SR-104427,In Progress,Phone,Vacant Building,Vacant Building Request,12/15/2021,12/15/2021,12/15/2021,12/15/2021,Govans,NORTHEASTERN,6,NORTHEASTERN,642,39.364082,-76.506103,"39.364082, -76.506103"
SR-104428,Open,Phone,Vacant Building,Vacant Building Request,2/24/2019,2/24/2019,2/24/2019,2/24/2019,Druid Heights,NORTHEASTERN,3,NORTHEASTERN,367,39.292523,-76.492067,"39.292523, -76.492067"
SR-104429,In Progress,Phone,Rat Rubout,Rat Rubout Request,8/22/2020,8/22/2020,8/22/2020,8/22/2020,Pimlico,EASTERN,12,EASTERN,158,39.280468,-76.354184,"39.280468, -76.354184"
SR-104430,Closed,Phone,Rat Rubout,Rat Rubout Request,11/8/2019,11/8/2019,11/8/2019,11/8/2019,Belair-Edison,NORTHERN,1,NORTHERN,552,39.348253,-76.406979,"39.348253, -76.406979"
SR-104431,Closed,Phone,Street Light Out,Street Light Out Request,7/23/2023,7/23/2023,7/23/2023,7/23/2023,Middle East,NORTHERN,4,NORTHERN,253,39.357992,-76.337727,"39.357992, -76.337727"
SR-104432,Closed,Phone,Dirty Street,Dirty Street Request,6/22/2020,6/22/2020,6/22/2020,6/22/2020,Eastwood,NORTHERN,12,NORTHERN,469,39.411397,-76.363963,"39.411397, -76.363963"
SR-104433,Closed,Phone,Dead Animal,Dead Animal Request,3/5/2020,3/5/2020,3/5/2020,3/5/2020,Johnston Square,NORTHWESTERN,1,NORTHWESTERN,192,39.410801,-76.479455,"39.410801, -76.479455"
SR-104434,In Progress,Phone,Rat Rubout,Rat Rubout Request,3/13/2021,3/13/2021,3/13/2021,3/13/2021,Johnston Square,SOUTHERN,3,SOUTHERN,161,39.356183,-76.313471,"39.356183, -76.313471"
SR-104435,Closed,Phone,Vacant Building,Vacant Building Request,11/3/2023,11/3/2023,11/3/2023,11/3/2023,Hampden,WESTERN,4,WESTERN,769,39.244729,-76.506739,"39.244729, -76.506739"
SR-104436,Closed,Phone,Rat Rubout,Rat Rubout Request,12/14/2019,12/14/2019,12/14/2019,12/14/2019,Irvington,CENTRAL,12,CENTRAL,820,39.281209,-76.500456,"39.281209, -76.500456"
SR-104437,Open,Phone,Dead Animal,Dead Animal Request,9/12/2022,9/12/2022,9/12/2022,9/12/2022,Oliver,NORTHWESTERN,12,NORTHWESTERN,315,39.206944,-76.387844,"39.206944, -76.387844"
SR-104438,Open,Phone,Street Light Out,Street Light Out Request,5/18/2023,5/18/2023,5/18/2023,5/18/2023,Eastwood,CENTRAL,7,CENTRAL,582,39.40919,-76.576148,"39.40919, -76.576148"
SR-104439,Closed,Phone,Dirty Street,Dirty Street Request,12/24/2023,12/24/2023,12/24/2023,12/24/2023,Curtis Bay,NORTHWESTERN,8,NORTHWESTERN,140,39.246173,-76.527166,"39.246173, -76.527166"
SR-104440,Open,Phone,Pothole,Pothole Request,3/16/2020,3/16/2020,3/16/2020,3/16/2020,Druid Heights,WESTERN,2,WESTERN,547,39.472918,-76.359303,"39.472918, -76.359303"
SR-104441,Open,Phone,Graffiti,Graffiti Request,5/8/2022,5/8/2022,5/8/2022,5/8/2022,Morrell Park,SOUTHERN,13,SOUTHERN,870,39.361455,-76.566895,"39.361455, -76.566895"
SR-104442,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,11/14/2022,11/14/2022,11/14/2022,11/14/2022,Pimlico,NORTHERN,1,NORTHERN,245,39.49251,-76.487862,"39.49251, -76.487862"
SR-104443,In Progress,Phone,Rat Rubout,Rat Rubout Request,5/11/2022,5/11/2022,5/11/2022,5/11/2022,Druid Heights,WESTERN,2,WESTERN,473,39.241652,-76.42746,"39.241652, -76.42746"
SR-104444,Open,Phone,Graffiti,Graffiti Request,4/17/2022,4/17/2022,4/17/2022,4/17/2022,Upton,EASTERN,9,EASTERN,458,39.365547,-76.416934,"39.365547, -76.416934"
SR-104445,Closed,Phone,Illegal Dumping,Illegal Dumping Request,1/7/2020,1/7/2020,1/7/2020,1/7/2020,Westport,NORTHEASTERN,10,NORTHEASTERN,718,39.266578,-76.503205,"39.266578, -76.503205"
SR-104446,Closed,Phone,Pothole,Pothole Request,10/15/2020,10/15/2020,10/15/2020,10/15/2020,Guilford,SOUTHERN,13,SOUTHERN,814,39.430791,-76.305201,"39.430791, -76.305201"
SR-104447,In Progress,Phone,Parking Complaint,Parking Complaint Request,1/1/2022,1/1/2022,1/1/2022,1/1/2022,Park Heights,NORTHERN,14,NORTHERN,243,39.412576,-76.311808,"39.412576, -76.311808"
SR-104448,Open,Phone,Dirty Street,Dirty Street Request,3/28/2020,3/28/2020,3/28/2020,3/28/2020,Sandtown-Winchester,WESTERN,14,WESTERN,524,39.347543,-76.525957,"39.347543, -76.525957"
SR-104449,Closed,Phone,Pothole,Pothole Request,8/26/2019,8/26/2019,8/26/2019,8/26/2019,Johnston Square,NORTHERN,2,NORTHERN,861,39.316746,-76.358011,"39.316746, -76.358011"
SR-104450,Closed,Phone,Dead Animal,Dead Animal Request,11/26/2020,11/26/2020,11/26/2020,11/26/2020,Charles Village,NORTHEASTERN,11,NORTHEASTERN,263,39.240729,-76.536671,"39.240729, -76.536671"
SR-104451,In Progress,Phone,Street Light Out,Street Light Out Request,4/7/2021,4/7/2021,4/7/2021,4/7/2021,Curtis Bay,SOUTHERN,4,SOUTHERN,540,39.416226,-76.522167,"39.416226, -76.522167"
SR-104452,Closed,Phone,Parking Complaint,Parking Complaint Request,7/2/2021,7/2/2021,7/2/2021,7/2/2021,Pen Lucy,NORTHERN,2,NORTHERN,276,39.342672,-76.506445,"39.342672, -76.506445"
SR-104453,Closed,Phone,Vacant Building,Vacant Building Request,4/17/2022,4/17/2022,4/17/2022,4/17/2022,Upton,NORTHERN,3,NORTHERN,271,39.294277,-76.327593,"39.294277, -76.327593"
SR-104454,In Progress,Phone,Rat Rubout,Rat Rubout Request,3/9/2022,3/9/2022,3/9/2022,3/9/2022,Curtis Bay,WESTERN,7,WESTERN,840,39.445017,-76.534667,"39.445017, -76.534667"
SR-104455,Open,Phone,Pothole,Pothole Request,10/19/2019,10/19/2019,10/19/2019,10/19/2019,Guilford,CENTRAL,10,CENTRAL,181,39.438635,-76.425286,"39.438635, -76.425286"
SR-104456,Closed,Phone,Street Light Out,Street Light Out Request,6/21/2019,6/21/2019,6/21/2019,6/21/2019,Sandtown-Winchester,SOUTHERN,9,SOUTHERN,179,39.22092,-76.341036,"39.22092, -76.341036"
SR-104457,Open,Phone,Dirty Street,Dirty Street Request,4/23/2021,4/23/2021,4/23/2021,4/23/2021,Greenmount West,NORTHERN,12,NORTHERN,776,39.411701,-76.440177,"39.411701, -76.440177"
SR-104458,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,11/7/2021,11/7/2021,11/7/2021,11/7/2021,Upton,NORTHERN,9,NORTHERN,333,39.21859,-76.414886,"39.21859, -76.414886"
SR-104459,In Progress,Phone,Vacant Building,Vacant Building Request,5/5/2020,5/5/2020,5/5/2020,5/5/2020,Clifton Park,SOUTHERN,12,SOUTHERN,181,39.391838,-76.500547,"39.391838, -76.500547"
SR-104460,In Progress,Phone,Parking Complaint,Parking Complaint Request,1/2/2023,1/2/2023,1/2/2023,1/2/2023,Park Heights,NORTHWESTERN,7,NORTHWESTERN,225,39.278909,-76.441834,"39.278909, -76.441834"
SR-104461,In Progress,Phone,Dirty Street,Dirty Street Request,11/15/2022,11/15/2022,11/15/2022,11/15/2022,Clifton Park,SOUTHERN,3,SOUTHERN,374,39.263503,-76.343698,"39.263503, -76.343698"
SR-104462,In Progress,Phone,Vacant Building,Vacant Building Request,11/13/2023,11/13/2023,11/13/2023,11/13/2023,Govans,CENTRAL,9,CENTRAL,703,39.381527,-76.548875,"39.381527, -76.548875"
SR-104463,In Progress,Phone,Dirty Street,Dirty Street Request,10/21/2023,10/21/2023,10/21/2023,10/21/2023,Greenmount West,NORTHWESTERN,3,NORTHWESTERN,827,39.32349,-76.596746,"39.32349, -76.596746"
SR-104464,Closed,Phone,Pothole,Pothole Request,12/20/2023,12/20/2023,12/20/2023,12/20/2023,Greenmount West,EASTERN,7,EASTERN,386,39.210181,-76.506607,"39.210181, -76.506607"
SR-104465,In Progress,Phone,Vacant Building,Vacant Building Request,12/10/2020,12/10/2020,12/10/2020,12/10/2020,Roland Park,NORTHERN,3,NORTHERN,653,39.292082,-76.377411,"39.292082, -76.377411"
SR-104466,Open,Phone,Graffiti,Graffiti Request,3/11/2020,3/11/2020,3/11/2020,3/11/2020,Upton,WESTERN,13,WESTERN,849,39.446657,-76.487357,"39.446657, -76.487357"
SR-104467,Closed,Phone,Street Light Out,Street Light Out Request,11/18/2022,11/18/2022,11/18/2022,11/18/2022,Irvington,NORTHEASTERN,3,NORTHEASTERN,215,39.247166,-76.462427,"39.247166, -76.462427"
SR-104468,In Progress,Phone,Parking Complaint,Parking Complaint Request,12/1/2023,12/1/2023,12/1/2023,12/1/2023,Curtis Bay,EASTERN,3,EASTERN,700,39.328417,-76.549485,"39.328417, -76.549485"
SR-104469,Closed,Phone,Graffiti,Graffiti Request,7/12/2019,7/12/2019,7/12/2019,7/12/2019,Govans,NORTHWESTERN,1,NORTHWESTERN,402,39.413573,-76.517483,"39.413573, -76.517483"
SR-104470,Open,Phone,Parking Complaint,Parking Complaint Request,5/4/2020,5/4/2020,5/4/2020,5/4/2020,Eastwood,NORTHEASTERN,8,NORTHEASTERN,216,39.201212,-76.398096,"39.201212, -76.398096"
SR-104471,In Progress,Phone,Dead Animal,Dead Animal Request,8/27/2022,8/27/2022,8/27/2022,8/27/2022,Brooklyn,EASTERN,5,EASTERN,576,39.355928,-76.510701,"39.355928, -76.510701"
SR-104472,In Progress,Phone,Rat Rubout,Rat Rubout Request,3/2/2021,3/2/2021,3/2/2021,3/2/2021,Homeland,NORTHEASTERN,7,NORTHEASTERN,838,39.483547,-76.472865,"39.483547, -76.472865"
SR-104473,Open,Phone,Dirty Street,Dirty Street Request,7/7/2023,7/7/2023,7/7/2023,7/7/2023,Westport,EASTERN,12,EASTERN,813,39.405837,-76.525221,"39.405837, -76.525221"
SR-104474,In Progress,Phone,Vacant Building,Vacant Building Request,3/13/2020,3/13/2020,3/13/2020,3/13/2020,Upton,NORTHERN,6,NORTHERN,357,39.235359,-76.526798,"39.235359, -76.526798"
SR-104475,Closed,Phone,Illegal Dumping,Illegal Dumping Request,9/16/2019,9/16/2019,9/16/2019,9/16/2019,Homeland,NORTHWESTERN,14,NORTHWESTERN,266,39.425752,-76.413729,"39.425752, -76.413729"
SR-104476,Closed,Phone,Illegal Dumping,Illegal Dumping Request,7/28/2019,7/28/2019,7/28/2019,7/28/2019,Roland Park,NORTHWESTERN,3,NORTHWESTERN,285,39.47272,-76.340188,"39.47272, -76.340188"
SR-104477,Closed,Phone,Street Light Out,Street Light Out Request,5/21/2023,5/21/2023,5/21/2023,5/21/2023,Pigtown,NORTHEASTERN,4,NORTHEASTERN,371,39.288377,-76.540294,"39.288377, -76.540294"
SR-104478,Closed,Phone,Illegal Dumping,Illegal Dumping Request,3/8/2022,3/8/2022,3/8/2022,3/8/2022,Roland Park,NORTHEASTERN,8,NORTHEASTERN,382,39.393961,-76.560151,"39.393961, -76.560151"
SR-104479,Closed,Phone,Dead Animal,Dead Animal Request,10/4/2020,10/4/2020,10/4/2020,10/4/2020,Westport,NORTHEASTERN,14,NORTHEASTERN,120,39.2408,-76.456437,"39.2408, -76.456437"
SR-104480,Closed,Phone,Dirty Street,Dirty Street Request,3/26/2023,3/26/2023,3/26/2023,3/26/2023,Mount Washington,NORTHWESTERN,7,NORTHWESTERN,434,39.231034,-76.301975,"39.231034, -76.301975"
SR-104481,Closed,Phone,Rat Rubout,Rat Rubout Request,7/9/2019,7/9/2019,7/9/2019,7/9/2019,Middle East,NORTHERN,2,NORTHERN,242,39.311396,-76.5005,"39.311396, -76.5005"
SR-104482,In Progress,Phone,Dead Animal,Dead Animal Request,7/13/2023,7/13/2023,7/13/2023,7/13/2023,Irvington,WESTERN,1,WESTERN,430,39.456439,-76.44495,"39.456439, -76.44495"
SR-104483,Open,Phone,Dirty Street,Dirty Street Request,10/15/2019,10/15/2019,10/15/2019,10/15/2019,Middle East,NORTHWESTERN,7,NORTHWESTERN,304,39.208683,-76.402387,"39.208683, -76.402387"
SR-104484,Closed,Phone,Graffiti,Graffiti Request,8/16/2019,8/16/2019,8/16/2019,8/16/2019,Homeland,SOUTHERN,10,SOUTHERN,341,39.364263,-76.439091,"39.364263, -76.439091"
SR-104485,Closed,Phone,Illegal Dumping,Illegal Dumping Request,6/8/2022,6/8/2022,6/8/2022,6/8/2022,Mount Washington,EASTERN,11,EASTERN,145,39.378518,-76.391789,"39.378518, -76.391789"
SR-104486,Closed,Phone,Dead Animal,Dead Animal Request,11/21/2021,11/21/2021,11/21/2021,11/21/2021,Morrell Park,NORTHERN,11,NORTHERN,742,39.473016,-76.40651,"39.473016, -76.40651"
SR-104487,Closed,Phone,Parking Complaint,Parking Complaint Request,12/11/2020,12/11/2020,12/11/2020,12/11/2020,Guilford,NORTHWESTERN,5,NORTHWESTERN,411,39.37276,-76.442144,"39.37276, -76.442144"
SR-104488,Closed,Phone,Illegal Dumping,Illegal Dumping Request,10/1/2023,10/1/2023,10/1/2023,10/1/2023,Curtis Bay,NORTHWESTERN,2,NORTHWESTERN,779,39.470571,-76.450299,"39.470571, -76.450299"
SR-104489,Open,Phone,Parking Complaint,Parking Complaint Request,9/1/2022,9/1/2022,9/1/2022,9/1/2022,Hampden,NORTHWESTERN,6,NORTHWESTERN,757,39.275336,-76.507224,"39.275336, -76.507224"
SR-104490,Open,Phone,Rat Rubout,Rat Rubout Request,9/23/2022,9/23/2022,9/23/2022,9/23/2022,Greenmount West,NORTHERN,9,NORTHERN,465,39.379266,-76.480521,"39.379266, -76.480521"
SR-104491,Closed,Phone,Graffiti,Graffiti Request,3/16/2019,3/16/2019,3/16/2019,3/16/2019,Pen Lucy,SOUTHERN,7,SOUTHERN,157,39.230946,-76.385292,"39.230946, -76.385292"
SR-104492,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,1/26/2022,1/26/2022,1/26/2022,1/26/2022,Govans,NORTHWESTERN,12,NORTHWESTERN,444,39.301043,-76.492829,"39.301043, -76.492829"
SR-104493,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,11/3/2021,11/3/2021,11/3/2021,11/3/2021,Druid Heights,SOUTHERN,9,SOUTHERN,528,39.476496,-76.390495,"39.476496, -76.390495"
SR-104494,Open,Phone,Graffiti,Graffiti Request,1/20/2021,1/20/2021,1/20/2021,1/20/2021,Upton,SOUTHERN,3,SOUTHERN,259,39.267427,-76.404297,"39.267427, -76.404297"
SR-104495,In Progress,Phone,Pothole,Pothole Request,2/9/2023,2/9/2023,2/9/2023,2/9/2023,Waverly,SOUTHERN,2,SOUTHERN,787,39.225425,-76.597246,"39.225425, -76.597246"
SR-104496,In Progress,Phone,Vacant Building,Vacant Building Request,6/2/2019,6/2/2019,6/2/2019,6/2/2019,Druid Heights,WESTERN,11,WESTERN,655,39.418169,-76.380035,"39.418169, -76.380035"
SR-104497,In Progress,Phone,Pothole,Pothole Request,6/17/2021,6/17/2021,6/17/2021,6/17/2021,Druid Heights,EASTERN,1,EASTERN,748,39.39464,-76.441664,"39.39464, -76.441664"
SR-104498,Closed,Phone,Dirty Street,Dirty Street Request,6/12/2020,6/12/2020,6/12/2020,6/12/2020,Guilford,EASTERN,4,EASTERN,398,39.347235,-76.55704,"39.347235, -76.55704"
SR-104499,Open,Phone,Rat Rubout,Rat Rubout Request,6/14/2021,6/14/2021,6/14/2021,6/14/2021,Pen Lucy,SOUTHERN,9,SOUTHERN,239,39.247585,-76.451772,"39.247585, -76.451772"
SR-104500,Open,Phone,Illegal Dumping,Illegal Dumping Request,9/28/2021,9/28/2021,9/28/2021,9/28/2021,Pen Lucy,CENTRAL,1,CENTRAL,479,39.376762,-76.560101,"39.376762, -76.560101"
SR-104501,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,7/1/2019,7/1/2019,7/1/2019,7/1/2019,Harlem Park,NORTHEASTERN,10,NORTHEASTERN,546,39.328365,-76.509474,"39.328365, -76.509474"
SR-104502,Closed,Phone,Dirty Street,Dirty Street Request,7/24/2022,7/24/2022,7/24/2022,7/24/2022,Oliver,EASTERN,14,EASTERN,577,39.25303,-76.560208,"39.25303, -76.560208"
SR-104503,Open,Phone,Illegal Dumping,Illegal Dumping Request,8/11/2022,8/11/2022,8/11/2022,8/11/2022,Govans,NORTHWESTERN,14,NORTHWESTERN,404,39.399041,-76.467153,"39.399041, -76.467153"
SR-104504,In Progress,Phone,Dead Animal,Dead Animal Request,11/22/2019,11/22/2019,11/22/2019,11/22/2019,Guilford,NORTHWESTERN,8,NORTHWESTERN,194,39.455453,-76.306032,"39.455453, -76.306032"
SR-104505,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,6/7/2020,6/7/2020,6/7/2020,6/7/2020,Upton,EASTERN,4,EASTERN,881,39.240566,-76.417988,"39.240566, -76.417988"
SR-104506,Closed,Phone,Rat Rubout,Rat Rubout Request,10/21/2020,10/21/2020,10/21/2020,10/21/2020,Berea,EASTERN,11,EASTERN,859,39.342899,-76.424545,"39.342899, -76.424545"
SR-104507,Closed,Phone,Street Light Out,Street Light Out Request,6/20/2022,6/20/2022,6/20/2022,6/20/2022,Clifton Park,CENTRAL,2,CENTRAL,321,39.390422,-76.456536,"39.390422, -76.456536"
SR-104508,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,9/24/2021,9/24/2021,9/24/2021,9/24/2021,Upton,NORTHERN,4,NORTHERN,636,39.458859,-76.458463,"39.458859, -76.458463"
SR-104509,In Progress,Phone,Rat Rubout,Rat Rubout Request,11/15/2022,11/15/2022,11/15/2022,11/15/2022,Morrell Park,SOUTHERN,1,SOUTHERN,554,39.300815,-76.409043,"39.300815, -76.409043"
SR-104510,Closed,Phone,Vacant Building,Vacant Building Request,4/20/2021,4/20/2021,4/20/2021,4/20/2021,Morrell Park,SOUTHERN,4,SOUTHERN,517,39.225425,-76.544585,"39.225425, -76.544585"
SR-104511,In Progress,Phone,Rat Rubout,Rat Rubout Request,12/6/2022,12/6/2022,12/6/2022,12/6/2022,Westport,NORTHERN,7,NORTHERN,567,39.297265,-76.487419,"39.297265, -76.487419"
SR-104512,Open,Phone,Street Light Out,Street Light Out Request,7/25/2019,7/25/2019,7/25/2019,7/25/2019,Pen Lucy,NORTHWESTERN,6,NORTHWESTERN,825,39.292284,-76.386485,"39.292284, -76.386485"
SR-104513,Closed,Phone,Parking Complaint,Parking Complaint Request,6/1/2022,6/1/2022,6/1/2022,6/1/2022,Sandtown-Winchester,NORTHWESTERN,12,NORTHWESTERN,144,39.200021,-76.490677,"39.200021, -76.490677"
SR-104514,Open,Phone,Graffiti,Graffiti Request,9/28/2022,9/28/2022,9/28/2022,9/28/2022,Pigtown,NORTHERN,8,NORTHERN,847,39.474545,-76.560225,"39.474545, -76.560225"
SR-104515,Closed,Phone,Illegal Dumping,Illegal Dumping Request,8/23/2023,8/23/2023,8/23/2023,8/23/2023,Guilford,NORTHWESTERN,9,NORTHWESTERN,466,39.346696,-76.350248,"39.346696, -76.350248"
SR-104516,Open,Phone,Dead Animal,Dead Animal Request,10/14/2020,10/14/2020,10/14/2020,10/14/2020,Greenmount West,SOUTHERN,10,SOUTHERN,770,39.427185,-76.414475,"39.427185, -76.414475"
SR-104517,Open,Phone,Graffiti,Graffiti Request,6/10/2023,6/10/2023,6/10/2023,6/10/2023,Morrell Park,NORTHEASTERN,5,NORTHEASTERN,847,39.349001,-76.468449,"39.349001, -76.468449"
SR-104518,Open,Phone,Vacant Building,Vacant Building Request,7/16/2023,7/16/2023,7/16/2023,7/16/2023,Druid Heights,EASTERN,2,EASTERN,806,39.357645,-76.414146,"39.357645, -76.414146"
SR-104519,Open,Phone,Pothole,Pothole Request,11/21/2019,11/21/2019,11/21/2019,11/21/2019,Hampden,SOUTHERN,5,SOUTHERN,308,39.20521,-76.596472,"39.20521, -76.596472"
SR-104520,Open,Phone,Graffiti,Graffiti Request,4/28/2023,4/28/2023,4/28/2023,4/28/2023,Pimlico,CENTRAL,14,CENTRAL,582,39.200565,-76.474956,"39.200565, -76.474956"
SR-104521,Closed,Phone,Dead Animal,Dead Animal Request,11/14/2022,11/14/2022,11/14/2022,11/14/2022,Harlem Park,NORTHERN,13,NORTHERN,475,39.470973,-76.394223,"39.470973, -76.394223"
SR-104522,In Progress,Phone,Street Light Out,Street Light Out Request,11/26/2019,11/26/2019,11/26/2019,11/26/2019,Curtis Bay,NORTHEASTERN,6,NORTHEASTERN,258,39.391,-76.515764,"39.391, -76.515764"
SR-104523,Closed,Phone,Rat Rubout,Rat Rubout Request,12/3/2020,12/3/2020,12/3/2020,12/3/2020,Oliver,SOUTHERN,1,SOUTHERN,723,39.23643,-76.539756,"39.23643, -76.539756"
SR-104524,In Progress,Phone,Pothole,Pothole Request,1/4/2023,1/4/2023,1/4/2023,1/4/2023,Westport,NORTHWESTERN,12,NORTHWESTERN,460,39.362051,-76.452547,"39.362051, -76.452547"
SR-104525,Closed,Phone,Parking Complaint,Parking Complaint Request,5/4/2022,5/4/2022,5/4/2022,5/4/2022,Charles Village,NORTHWESTERN,7,NORTHWESTERN,747,39.205344,-76.321458,"39.205344, -76.321458"
SR-104526,In Progress,Phone,Rat Rubout,Rat Rubout Request,5/11/2022,5/11/2022,5/11/2022,5/11/2022,Mount Washington,CENTRAL,10,CENTRAL,750,39.315785,-76.352992,"39.315785, -76.352992"
SR-104527,Closed,Phone,Vacant Building,Vacant Building Request,1/13/2020,1/13/2020,1/13/2020,1/13/2020,Eastwood,SOUTHERN,3,SOUTHERN,783,39.360806,-76.462911,"39.360806, -76.462911"
SR-104528,Open,Phone,Dead Animal,Dead Animal Request,9/5/2020,9/5/2020,9/5/2020,9/5/2020,Hampden,NORTHEASTERN,13,NORTHEASTERN,425,39.433456,-76.471157,"39.433456, -76.471157"
SR-104529,In Progress,Phone,Vacant Building,Vacant Building Request,6/7/2019,6/7/2019,6/7/2019,6/7/2019,Belair-Edison,NORTHWESTERN,1,NORTHWESTERN,278,39.453843,-76.581355,"39.453843, -76.581355"
SR-104530,Closed,Phone,Parking Complaint,Parking Complaint Request,8/25/2021,8/25/2021,8/25/2021,8/25/2021,Pimlico,NORTHEASTERN,10,NORTHEASTERN,447,39.448472,-76.363276,"39.448472, -76.363276"
SR-104531,Closed,Phone,Dirty Street,Dirty Street Request,8/5/2022,8/5/2022,8/5/2022,8/5/2022,Pen Lucy,SOUTHERN,5,SOUTHERN,411,39.204521,-76.403006,"39.204521, -76.403006"
